age,job,marital,education,housing,loan,month,duration,campaign,pdays,previous
54,housemaid,divorced,university.degree,yes,yes,nov,653,1,999,0
56,unemployed,divorced,professional.course,no,no,jul,141,1,999,0
32,management,single,university.degree,no,no,jul,237,2,999,1
33,management,married,university.degree,no,no,may,166,3,999,0
31,blue-collar,single,high.school,no,no,may,90,1,999,1
47,admin.,married,university.degree,yes,no,nov,138,1,999,1
54,management,divorced,professional.course,yes,no,may,121,1,999,0
43,admin.,married,high.school,no,no,may,157,2,999,0
71,retired,married,unknown,yes,no,sep,658,4,999,0
25,blue-collar,single,basic.9y,yes,no,jul,218,3,999,0
47,admin.,married,university.degree,no,no,aug,167,4,999,0
38,admin.,single,university.degree,yes,yes,aug,131,5,999,0
53,blue-collar,married,basic.6y,yes,no,jun,328,2,3,1
45,blue-collar,single,high.school,no,yes,may,102,5,999,0
38,unemployed,divorced,high.school,yes,yes,apr,715,2,999,1
45,housemaid,married,basic.4y,yes,no,may,83,2,999,0
32,unemployed,single,high.school,yes,yes,may,289,2,999,0
42,admin.,divorced,university.degree,yes,no,jun,163,1,999,0
29,admin.,single,high.school,yes,no,oct,292,1,6,1
50,admin.,single,basic.9y,unknown,unknown,nov,45,1,999,0
38,admin.,married,university.degree,yes,no,aug,35,6,999,0
51,management,divorced,university.degree,yes,no,may,154,3,999,1
41,housemaid,single,university.degree,yes,no,aug,116,1,999,0
38,services,married,high.school,no,no,jun,113,11,999,0
45,technician,married,basic.9y,no,no,may,144,3,999,0
29,management,single,university.degree,yes,no,nov,103,1,999,0
37,technician,married,university.degree,yes,no,may,8,2,999,0
51,admin.,divorced,university.degree,yes,no,may,72,18,999,0
26,self-employed,married,university.degree,yes,no,jun,59,1,999,0
30,technician,single,university.degree,no,no,jul,74,1,999,0
28,blue-collar,single,basic.9y,no,yes,may,137,1,999,0
51,management,married,basic.4y,no,no,nov,96,2,999,0
34,unemployed,married,basic.9y,no,no,apr,181,1,999,1
29,blue-collar,married,basic.9y,no,no,may,47,4,999,0
48,housemaid,married,basic.4y,no,yes,aug,148,1,999,0
27,services,single,basic.9y,no,no,jul,120,4,999,0
51,management,married,university.degree,yes,no,aug,386,1,999,0
35,blue-collar,married,basic.9y,no,no,jul,1399,1,999,0
39,admin.,single,university.degree,yes,no,jul,150,1,999,0
48,blue-collar,married,basic.9y,no,no,jun,75,3,999,0
36,services,married,high.school,yes,no,may,287,1,999,0
40,services,married,high.school,no,no,may,246,4,999,1
37,technician,single,professional.course,no,no,may,21,5,999,0
41,unemployed,married,basic.9y,no,no,may,314,1,999,0
43,admin.,single,high.school,yes,no,may,159,3,999,0
33,admin.,single,university.degree,yes,no,nov,77,1,999,0
48,technician,divorced,university.degree,yes,yes,aug,86,7,999,0
37,services,married,high.school,no,no,may,317,1,999,1
60,self-employed,divorced,university.degree,no,no,sep,83,1,3,1
49,technician,married,professional.course,yes,no,jun,41,3,999,0
39,housemaid,married,high.school,yes,no,may,61,2,999,0
53,entrepreneur,single,basic.9y,no,no,jul,933,1,999,0
36,management,married,university.degree,no,yes,nov,166,3,3,3
31,admin.,single,university.degree,yes,no,aug,432,2,999,0
40,blue-collar,single,basic.9y,yes,no,jun,128,3,999,0
31,entrepreneur,single,basic.9y,no,no,may,300,2,999,0
36,services,married,basic.6y,no,no,nov,1022,1,999,0
54,technician,married,unknown,no,no,may,111,2,999,0
29,services,single,high.school,no,yes,jun,6,1,999,0
32,admin.,married,high.school,yes,no,may,323,2,999,0
33,self-employed,single,university.degree,yes,no,may,67,2,999,0
43,blue-collar,divorced,basic.9y,no,yes,jun,222,2,999,0
48,unknown,married,basic.4y,no,no,may,375,1,999,0
30,services,married,high.school,yes,no,nov,73,1,999,1
51,admin.,divorced,basic.9y,yes,no,may,113,1,999,0
31,technician,single,university.degree,no,no,jul,305,1,999,0
28,admin.,single,high.school,no,no,jul,720,2,999,0
26,technician,single,professional.course,yes,no,apr,378,1,999,0
39,admin.,married,high.school,yes,no,jun,252,5,999,0
57,self-employed,single,high.school,no,no,may,139,1,999,0
25,admin.,married,high.school,yes,no,jun,264,2,999,0
53,management,married,university.degree,no,no,aug,50,2,999,0
31,entrepreneur,single,university.degree,yes,no,aug,211,3,999,0
27,blue-collar,single,basic.9y,no,no,jul,127,8,999,0
45,technician,married,high.school,yes,yes,aug,243,1,999,0
69,retired,married,basic.4y,no,no,sep,258,3,6,1
47,unknown,married,unknown,no,no,apr,85,1,999,0
54,housemaid,married,basic.4y,no,no,aug,23,6,999,0
56,retired,divorced,basic.4y,yes,yes,may,188,6,999,0
28,admin.,single,university.degree,no,no,may,118,1,999,2
52,admin.,married,university.degree,no,yes,may,183,3,999,0
35,blue-collar,married,basic.9y,no,no,may,20,2,999,0
34,unknown,married,basic.4y,no,yes,apr,83,2,999,0
38,unemployed,married,basic.4y,no,no,jul,195,1,999,0
28,admin.,married,university.degree,yes,no,jun,73,1,999,1
38,technician,divorced,professional.course,no,yes,oct,135,1,999,2
33,admin.,single,university.degree,yes,yes,aug,64,1,999,0
27,blue-collar,married,basic.9y,no,yes,may,12,5,999,0
32,blue-collar,married,basic.4y,no,no,may,230,2,999,0
27,admin.,single,university.degree,yes,yes,oct,242,1,3,2
30,management,married,basic.9y,yes,no,may,68,9,999,0
37,housemaid,married,high.school,yes,yes,may,723,1,999,0
39,blue-collar,married,basic.6y,no,no,jul,298,1,999,0
35,services,married,high.school,yes,no,jun,107,1,999,0
49,unknown,unknown,unknown,yes,yes,jul,49,9,999,0
56,blue-collar,married,basic.4y,no,no,aug,188,2,999,0
31,services,married,high.school,no,no,may,339,1,999,0
47,admin.,married,university.degree,yes,no,aug,100,3,999,0
29,admin.,single,high.school,no,no,aug,103,1,999,0
51,admin.,single,university.degree,no,no,jul,163,5,999,0
31,admin.,married,university.degree,yes,no,nov,162,1,999,0
37,technician,single,professional.course,no,no,aug,19,13,999,0
57,management,married,basic.9y,no,no,may,890,26,999,0
37,blue-collar,married,basic.9y,unknown,unknown,jun,94,4,999,0
38,unemployed,divorced,professional.course,no,no,may,590,3,999,0
51,entrepreneur,married,basic.4y,no,no,aug,148,2,999,0
53,admin.,married,university.degree,yes,no,may,59,1,999,1
47,technician,single,basic.9y,no,no,may,10,4,999,0
34,management,single,university.degree,no,no,jul,257,2,999,0
32,entrepreneur,married,basic.9y,no,no,may,184,4,999,0
59,admin.,divorced,university.degree,yes,no,apr,128,3,999,0
41,admin.,married,university.degree,yes,no,nov,54,1,999,1
42,technician,married,professional.course,yes,no,may,108,1,999,0
38,technician,married,professional.course,yes,no,sep,166,1,999,0
31,admin.,divorced,high.school,no,yes,jul,186,2,999,0
30,admin.,single,high.school,yes,no,jul,605,1,999,0
52,blue-collar,married,basic.4y,no,no,aug,4199,3,999,0
35,blue-collar,married,basic.6y,no,no,may,313,2,999,0
48,admin.,married,university.degree,no,no,nov,634,4,999,0
29,technician,single,university.degree,no,no,apr,95,1,999,0
34,technician,married,professional.course,yes,yes,mar,44,1,999,0
52,admin.,married,basic.9y,yes,no,may,38,2,999,1
33,admin.,married,university.degree,no,no,jun,133,3,999,0
57,self-employed,married,university.degree,no,no,jul,313,1,999,0
54,admin.,married,university.degree,no,no,jun,483,1,999,0
41,self-employed,married,basic.9y,yes,no,aug,313,4,999,0
29,blue-collar,married,basic.9y,no,no,may,1101,1,999,0
55,services,married,basic.9y,yes,no,jul,78,4,999,0
48,entrepreneur,married,university.degree,yes,no,jul,207,1,999,0
53,self-employed,married,university.degree,no,no,aug,39,1,999,0
31,services,divorced,high.school,no,no,apr,379,1,999,0
32,services,single,high.school,unknown,unknown,may,363,1,999,1
44,blue-collar,married,basic.4y,yes,no,aug,79,1,999,0
48,admin.,married,unknown,no,no,nov,67,1,999,0
41,services,single,professional.course,yes,no,nov,41,2,999,0
52,technician,married,basic.9y,yes,yes,nov,323,2,999,0
38,admin.,single,university.degree,no,yes,jun,578,1,999,0
46,admin.,divorced,university.degree,yes,yes,aug,121,1,999,0
32,blue-collar,married,basic.6y,yes,no,jul,151,1,999,0
32,admin.,married,university.degree,no,yes,may,175,3,999,0
49,blue-collar,married,basic.4y,yes,no,may,147,1,999,0
52,management,divorced,university.degree,no,no,nov,578,1,999,0
37,management,married,university.degree,no,no,jun,288,1,999,0
33,services,divorced,high.school,no,no,jul,654,1,999,0
28,technician,married,university.degree,yes,no,may,402,1,999,0
48,blue-collar,divorced,basic.9y,yes,yes,may,246,3,999,0
41,blue-collar,married,basic.4y,no,no,jun,213,2,999,0
39,technician,single,professional.course,yes,no,may,83,1,999,1
35,admin.,married,high.school,yes,no,nov,17,1,999,0
28,technician,single,professional.course,yes,no,may,229,2,999,0
30,admin.,married,university.degree,no,no,jul,70,1,999,0
40,blue-collar,married,high.school,yes,no,may,183,1,999,0
49,blue-collar,married,basic.6y,yes,no,may,85,4,999,1
37,admin.,divorced,university.degree,no,no,jun,83,1,999,0
43,self-employed,married,high.school,yes,no,oct,181,1,999,0
26,management,single,university.degree,yes,no,nov,112,5,999,0
54,management,married,university.degree,no,no,may,110,1,999,0
47,technician,married,professional.course,yes,yes,aug,78,3,999,0
29,management,married,university.degree,yes,no,nov,199,1,9,1
43,technician,married,university.degree,no,yes,nov,113,5,999,0
52,unemployed,married,high.school,no,no,may,218,2,999,0
32,admin.,single,university.degree,yes,no,mar,364,3,999,0
57,technician,married,high.school,no,no,apr,469,1,999,0
32,unknown,married,basic.6y,no,no,may,39,2,999,0
41,admin.,married,basic.9y,yes,no,may,344,3,999,0
31,admin.,single,university.degree,yes,no,aug,136,1,999,0
54,management,married,university.degree,yes,yes,jul,44,1,999,0
50,blue-collar,married,basic.9y,yes,no,aug,72,4,999,0
29,self-employed,single,university.degree,no,no,jun,221,10,999,0
48,blue-collar,married,basic.4y,yes,yes,nov,53,1,999,0
27,admin.,single,university.degree,yes,yes,jul,150,4,999,0
71,retired,married,basic.9y,yes,yes,jul,230,6,999,0
45,housemaid,married,basic.4y,yes,no,jul,241,4,999,0
56,admin.,married,university.degree,no,yes,aug,260,3,999,0
42,admin.,divorced,high.school,no,no,jun,105,3,999,0
29,admin.,married,basic.6y,yes,no,may,16,6,999,1
54,blue-collar,married,basic.9y,yes,yes,nov,101,1,999,0
44,blue-collar,single,basic.9y,yes,no,apr,581,2,999,0
39,housemaid,married,basic.9y,no,no,jun,236,2,999,0
39,technician,married,university.degree,yes,no,may,320,3,999,0
39,blue-collar,single,basic.9y,yes,no,may,82,2,999,1
49,blue-collar,married,basic.4y,yes,no,may,487,5,999,0
42,admin.,divorced,university.degree,yes,no,nov,195,1,999,0
38,technician,single,university.degree,yes,no,jun,104,2,999,0
26,admin.,single,high.school,yes,no,may,24,2,999,0
32,blue-collar,married,basic.9y,no,no,may,200,2,999,0
42,technician,divorced,professional.course,yes,no,apr,93,2,999,0
29,admin.,single,professional.course,yes,no,apr,130,2,999,0
32,admin.,married,university.degree,yes,yes,may,135,3,999,0
57,blue-collar,married,unknown,no,no,jul,137,4,999,0
46,technician,married,professional.course,yes,no,nov,135,2,999,0
43,blue-collar,divorced,basic.9y,yes,yes,may,25,5,999,1
50,technician,married,professional.course,yes,yes,may,124,1,999,0
36,admin.,single,university.degree,no,yes,jul,139,1,999,0
35,student,single,high.school,yes,yes,may,127,1,999,0
27,admin.,single,university.degree,yes,no,sep,126,2,999,0
39,management,married,high.school,no,no,may,205,1,999,0
22,blue-collar,single,unknown,unknown,unknown,jul,47,2,999,0
26,student,single,high.school,yes,no,may,277,2,999,1
23,blue-collar,single,basic.9y,yes,no,may,60,1,999,1
36,admin.,married,high.school,yes,no,mar,220,3,999,0
36,admin.,married,university.degree,no,no,jun,334,1,999,0
46,blue-collar,divorced,basic.9y,no,no,jul,862,2,999,0
37,management,married,university.degree,no,no,nov,89,1,999,0
30,technician,single,professional.course,yes,no,aug,138,4,999,0
51,admin.,married,high.school,yes,no,aug,81,1,999,0
31,services,married,high.school,no,no,may,636,6,999,0
41,management,married,university.degree,yes,no,jun,230,7,999,0
50,blue-collar,married,basic.4y,no,yes,may,600,1,999,0
38,admin.,single,basic.9y,no,no,jun,406,1,999,0
39,services,divorced,high.school,yes,no,nov,194,1,999,0
45,entrepreneur,divorced,university.degree,no,no,may,462,4,999,0
31,management,single,university.degree,yes,no,nov,129,2,999,0
37,admin.,single,university.degree,yes,no,jun,540,1,999,0
33,admin.,married,university.degree,no,no,jun,80,1,999,0
44,admin.,married,high.school,yes,yes,jul,164,1,999,0
51,blue-collar,married,basic.9y,no,no,may,21,3,999,0
55,technician,divorced,professional.course,no,no,aug,169,1,999,0
39,blue-collar,married,basic.6y,yes,no,jun,150,1,999,0
54,blue-collar,married,unknown,no,no,aug,220,1,999,0
56,entrepreneur,married,basic.9y,yes,no,apr,185,2,999,0
34,self-employed,single,university.degree,yes,no,may,150,2,999,0
44,entrepreneur,divorced,basic.6y,yes,no,nov,132,1,999,0
33,technician,married,university.degree,yes,no,aug,153,7,999,0
38,technician,single,university.degree,no,no,may,451,3,999,0
54,blue-collar,married,basic.4y,yes,yes,aug,484,3,999,0
38,blue-collar,divorced,basic.6y,yes,yes,apr,37,1,999,1
60,management,single,university.degree,yes,yes,mar,194,1,999,0
32,blue-collar,single,high.school,no,no,jul,165,2,999,0
37,admin.,married,university.degree,no,yes,aug,118,1,999,0
42,blue-collar,married,basic.9y,no,no,apr,55,4,999,0
50,technician,married,professional.course,yes,no,jun,18,20,999,0
51,housemaid,married,unknown,yes,no,aug,121,1,999,0
37,blue-collar,married,professional.course,no,no,may,114,1,999,0
26,services,single,high.school,no,no,jul,180,2,999,0
27,student,single,university.degree,yes,yes,apr,147,2,999,1
34,management,married,university.degree,yes,no,nov,54,1,999,0
39,admin.,married,high.school,yes,no,jul,219,1,999,0
47,blue-collar,married,basic.4y,yes,no,jun,74,5,999,0
38,technician,single,university.degree,yes,no,oct,254,1,9,3
43,management,married,basic.6y,yes,no,may,463,1,999,0
55,blue-collar,married,unknown,no,no,may,9,2,999,2
29,technician,married,professional.course,no,no,jul,263,2,999,0
27,self-employed,single,university.degree,yes,no,may,73,1,999,0
48,admin.,single,university.degree,yes,no,nov,473,1,999,0
30,self-employed,single,high.school,no,no,nov,52,1,999,0
31,technician,single,professional.course,yes,no,aug,129,3,999,0
33,admin.,married,university.degree,yes,no,aug,81,3,999,0
29,services,married,professional.course,no,no,may,1051,2,999,0
34,blue-collar,divorced,professional.course,no,no,jun,884,4,999,0
41,technician,married,high.school,yes,yes,aug,105,6,999,0
41,blue-collar,married,basic.4y,yes,no,may,247,2,999,0
25,self-employed,single,university.degree,no,no,may,217,5,999,0
38,unemployed,divorced,high.school,no,no,jul,10,1,999,0
29,blue-collar,single,professional.course,yes,no,may,57,7,999,0
51,services,married,high.school,yes,no,sep,208,1,3,1
45,blue-collar,married,basic.4y,no,no,may,164,1,999,0
47,blue-collar,married,unknown,yes,no,jun,98,4,999,0
51,admin.,single,basic.6y,no,no,may,303,2,999,0
32,admin.,married,high.school,no,no,may,87,1,999,0
34,services,married,high.school,no,no,jun,453,2,999,0
34,technician,divorced,professional.course,yes,no,aug,207,1,999,0
48,blue-collar,married,basic.4y,no,no,may,128,1,999,0
33,admin.,single,university.degree,yes,no,aug,125,2,999,0
33,technician,married,professional.course,no,yes,apr,383,3,999,1
50,admin.,married,professional.course,yes,yes,jul,635,1,999,0
32,housemaid,single,university.degree,yes,no,jul,71,4,999,0
37,blue-collar,married,basic.4y,yes,yes,apr,17,6,999,1
32,technician,married,professional.course,yes,no,jul,255,1,999,0
32,unemployed,divorced,basic.4y,no,yes,jun,19,1,999,0
39,technician,single,professional.course,no,no,may,844,1,999,0
43,entrepreneur,married,university.degree,no,yes,jul,250,3,999,0
33,management,single,university.degree,yes,no,jul,72,1,999,0
48,technician,married,high.school,yes,no,aug,102,3,999,0
38,technician,married,professional.course,no,yes,mar,137,1,999,0
31,services,married,basic.6y,no,no,may,1001,4,999,0
25,admin.,single,high.school,yes,yes,may,795,6,999,1
27,blue-collar,single,basic.9y,no,no,jul,808,5,999,0
34,blue-collar,single,high.school,yes,no,jul,101,4,999,0
31,management,married,university.degree,no,yes,aug,166,2,999,0
31,admin.,married,high.school,yes,no,jun,166,2,999,0
37,technician,single,university.degree,no,no,may,289,2,999,0
66,retired,married,university.degree,no,yes,aug,315,1,999,0
28,blue-collar,single,high.school,no,no,may,16,1,999,0
30,admin.,single,high.school,yes,no,aug,90,1,999,0
40,blue-collar,married,professional.course,no,no,dec,237,1,999,0
47,admin.,married,university.degree,yes,no,aug,176,5,999,0
34,management,married,university.degree,no,no,jun,893,8,999,0
27,technician,single,university.degree,yes,no,may,77,6,999,0
47,admin.,single,university.degree,yes,no,oct,333,1,999,1
41,admin.,married,university.degree,yes,no,jul,269,7,6,3
46,blue-collar,married,basic.4y,no,no,jun,67,1,999,0
39,blue-collar,married,basic.9y,no,no,may,302,1,999,0
36,admin.,single,university.degree,yes,no,aug,1217,2,999,0
33,admin.,divorced,university.degree,no,no,may,699,1,999,0
39,blue-collar,married,high.school,yes,yes,jun,314,2,999,0
49,technician,married,professional.course,yes,no,may,113,1,999,0
30,blue-collar,married,basic.9y,yes,no,may,99,1,999,0
58,admin.,single,university.degree,no,no,may,543,2,999,0
32,services,married,high.school,yes,no,jun,157,2,999,0
23,student,single,high.school,no,no,jun,108,4,999,0
49,blue-collar,divorced,basic.4y,no,no,apr,430,1,999,0
30,management,single,high.school,no,yes,may,402,2,999,0
49,blue-collar,married,basic.9y,no,no,may,27,1,999,0
44,admin.,single,high.school,yes,no,may,728,1,999,0
24,services,single,high.school,no,yes,may,134,1,999,0
42,blue-collar,married,basic.6y,yes,no,apr,240,2,999,0
57,retired,married,basic.4y,yes,no,aug,57,2,999,0
32,services,married,basic.4y,no,no,jul,322,3,999,0
34,admin.,married,high.school,yes,no,jun,238,1,6,2
31,admin.,single,university.degree,no,yes,mar,39,2,999,0
30,blue-collar,married,basic.9y,yes,no,jul,67,1,999,0
50,technician,married,professional.course,no,no,apr,93,1,999,0
47,admin.,married,university.degree,no,no,jul,84,3,999,0
38,technician,single,professional.course,no,no,jul,25,6,999,0
46,technician,divorced,professional.course,yes,no,may,144,3,999,0
36,technician,married,university.degree,no,no,may,85,1,999,0
48,management,married,university.degree,no,no,nov,51,2,999,0
31,admin.,divorced,university.degree,yes,no,aug,46,1,999,0
34,blue-collar,married,basic.6y,yes,no,may,306,2,999,1
32,services,single,university.degree,no,no,sep,128,3,999,2
30,blue-collar,married,basic.6y,yes,yes,jul,241,3,999,0
36,services,single,high.school,yes,no,may,566,2,999,1
76,retired,divorced,professional.course,yes,no,dec,956,1,999,0
38,admin.,single,university.degree,yes,no,jun,992,1,999,0
40,admin.,married,university.degree,yes,no,jun,66,3,999,0
38,blue-collar,divorced,basic.9y,no,yes,jul,83,2,999,0
52,services,married,university.degree,no,no,jun,119,1,999,0
38,blue-collar,married,basic.9y,no,no,may,310,1,999,0
63,technician,married,unknown,no,no,aug,47,1,999,1
27,blue-collar,married,basic.9y,no,no,jun,208,1,999,0
37,unemployed,married,university.degree,yes,no,mar,195,1,999,0
37,technician,married,professional.course,yes,no,jul,74,5,999,0
39,entrepreneur,divorced,high.school,no,no,may,52,2,999,0
52,self-employed,married,university.degree,yes,no,may,135,2,999,0
35,blue-collar,single,university.degree,yes,yes,may,231,3,999,0
47,management,married,university.degree,no,no,nov,135,1,999,0
29,admin.,married,university.degree,yes,yes,jun,95,2,999,0
48,self-employed,married,basic.9y,yes,no,may,318,2,999,0
46,technician,married,basic.6y,no,no,apr,254,1,999,0
29,technician,married,professional.course,yes,no,aug,112,1,999,0
23,student,single,high.school,no,no,jun,200,2,999,0
43,technician,married,professional.course,no,no,aug,78,2,999,0
27,services,single,university.degree,no,no,mar,212,1,999,0
42,self-employed,married,university.degree,no,yes,aug,327,3,999,0
39,admin.,single,high.school,no,no,jun,183,3,999,0
31,admin.,married,university.degree,yes,no,aug,95,1,999,0
48,blue-collar,married,basic.9y,unknown,unknown,jul,112,4,999,0
30,blue-collar,single,high.school,yes,no,may,309,1,999,0
30,student,married,university.degree,yes,no,aug,186,3,3,1
50,technician,divorced,professional.course,no,no,may,173,3,999,0
59,retired,divorced,high.school,yes,no,apr,247,2,999,1
31,blue-collar,single,basic.9y,yes,yes,jun,103,1,3,2
46,blue-collar,married,basic.6y,yes,no,may,240,1,999,0
35,management,divorced,university.degree,no,no,jul,13,20,999,0
49,technician,married,university.degree,yes,no,may,89,1,999,1
30,technician,single,professional.course,yes,no,aug,76,1,999,0
28,admin.,married,high.school,unknown,unknown,may,367,4,999,0
28,blue-collar,single,university.degree,no,no,may,585,1,999,0
56,admin.,single,university.degree,no,no,mar,193,1,5,1
36,entrepreneur,single,basic.4y,no,no,jun,185,1,999,0
29,admin.,single,university.degree,yes,no,jun,97,4,999,0
30,technician,single,university.degree,yes,no,aug,108,2,999,0
22,technician,single,professional.course,yes,no,nov,358,1,999,0
54,technician,married,basic.9y,no,no,may,193,1,999,0
32,technician,married,university.degree,yes,yes,jul,50,6,999,0
34,technician,married,high.school,yes,no,aug,48,5,999,0
27,admin.,single,high.school,no,no,jul,135,3,999,0
33,unemployed,single,university.degree,no,no,jun,89,1,999,1
38,blue-collar,single,basic.9y,yes,no,may,179,2,999,0
45,services,divorced,high.school,no,no,jun,691,1,999,0
49,blue-collar,married,basic.9y,no,no,jul,134,1,999,0
37,technician,divorced,professional.course,yes,no,apr,464,1,999,0
43,blue-collar,married,basic.9y,yes,no,may,141,2,999,0
33,admin.,single,high.school,no,no,jun,53,1,999,1
28,self-employed,married,professional.course,yes,yes,may,85,3,999,0
58,unemployed,married,professional.course,no,no,aug,123,3,999,0
70,retired,married,professional.course,no,no,oct,585,1,6,3
28,admin.,single,university.degree,no,no,aug,202,1,999,0
36,housemaid,married,university.degree,yes,no,jul,137,1,999,0
25,admin.,married,university.degree,yes,no,jun,457,3,999,0
34,technician,divorced,professional.course,no,no,mar,257,1,999,1
42,admin.,married,high.school,yes,no,may,270,1,999,0
29,blue-collar,divorced,basic.4y,no,no,may,667,3,999,0
47,management,married,basic.4y,no,yes,jun,216,1,999,0
30,technician,married,university.degree,no,no,jun,130,6,999,0
49,technician,married,university.degree,yes,no,aug,552,2,999,0
52,blue-collar,married,basic.9y,yes,no,jul,60,1,999,0
36,management,married,university.degree,no,no,may,164,2,999,0
31,services,married,basic.6y,yes,no,may,492,2,999,0
25,admin.,single,university.degree,no,no,dec,78,2,999,0
34,blue-collar,married,basic.9y,yes,no,may,96,2,999,0
35,blue-collar,married,basic.6y,yes,no,nov,372,2,999,0
33,blue-collar,single,basic.9y,yes,yes,may,84,2,999,0
26,admin.,single,university.degree,yes,yes,jul,118,4,999,0
36,admin.,married,high.school,no,yes,jul,18,12,999,0
54,technician,married,professional.course,yes,yes,nov,46,1,999,0
48,housemaid,married,professional.course,no,no,jul,388,3,6,1
29,admin.,single,high.school,yes,no,nov,23,2,999,1
37,management,divorced,university.degree,no,no,may,493,1,999,0
35,self-employed,single,high.school,yes,no,may,109,1,999,1
41,technician,married,university.degree,yes,yes,jun,244,2,999,0
28,technician,single,professional.course,yes,yes,jun,149,1,3,1
33,admin.,married,university.degree,yes,no,aug,278,1,999,0
33,blue-collar,married,basic.6y,no,yes,jul,111,2,999,0
29,admin.,single,university.degree,yes,no,may,69,1,999,0
38,blue-collar,married,basic.9y,unknown,unknown,jun,430,1,999,0
29,technician,married,professional.course,yes,no,may,124,42,999,0
22,services,married,high.school,yes,no,may,48,7,999,0
33,admin.,married,high.school,yes,no,jun,36,2,999,0
26,services,single,high.school,yes,no,may,177,2,999,0
55,technician,married,high.school,no,no,jun,473,1,999,0
51,blue-collar,divorced,basic.4y,yes,no,may,314,4,999,0
32,technician,divorced,high.school,yes,no,may,120,1,999,0
50,management,married,university.degree,no,no,jul,118,1,999,0
33,technician,single,basic.9y,yes,no,jul,144,3,999,0
39,management,married,university.degree,no,yes,apr,177,3,999,0
30,admin.,single,university.degree,yes,no,jul,124,2,999,0
28,blue-collar,married,basic.9y,yes,yes,jun,210,2,999,0
32,blue-collar,divorced,basic.4y,no,no,may,827,2,999,0
40,blue-collar,married,basic.4y,no,no,may,227,1,999,0
24,management,single,university.degree,yes,no,may,513,9,999,0
30,technician,single,professional.course,yes,no,aug,93,4,999,0
32,technician,married,professional.course,yes,no,aug,166,2,999,0
38,admin.,married,university.degree,no,no,jun,24,5,999,0
44,technician,married,professional.course,no,no,aug,85,2,999,0
36,admin.,single,university.degree,yes,no,nov,42,1,999,0
28,blue-collar,married,basic.9y,yes,no,may,180,1,999,0
34,blue-collar,single,basic.9y,no,no,may,289,1,999,0
31,entrepreneur,married,university.degree,yes,no,nov,274,2,999,0
51,technician,married,professional.course,yes,no,may,220,2,999,0
26,blue-collar,married,basic.9y,no,no,jun,49,1,999,0
38,technician,married,high.school,yes,no,may,114,6,999,0
44,entrepreneur,married,high.school,no,no,nov,289,1,999,0
32,admin.,single,university.degree,yes,no,aug,141,2,999,0
40,admin.,divorced,professional.course,no,no,may,102,1,999,0
23,admin.,single,university.degree,yes,no,jul,104,1,999,2
31,admin.,married,high.school,no,no,jul,136,8,999,0
24,technician,single,basic.9y,yes,no,may,111,6,999,0
37,self-employed,married,university.degree,yes,no,nov,48,2,999,0
37,services,married,high.school,no,yes,may,335,1,999,0
29,admin.,single,basic.9y,yes,no,may,258,4,999,1
26,services,divorced,basic.6y,no,yes,may,81,8,999,0
52,admin.,divorced,basic.9y,yes,yes,apr,20,5,999,1
60,admin.,married,high.school,yes,no,jul,143,1,999,0
38,blue-collar,married,basic.9y,no,no,jul,95,2,999,0
56,self-employed,married,university.degree,no,no,apr,83,3,999,1
53,blue-collar,married,basic.4y,yes,no,sep,85,1,999,0
45,blue-collar,married,basic.4y,yes,yes,nov,130,1,999,0
45,unemployed,married,high.school,no,no,may,120,2,999,0
49,admin.,married,basic.9y,no,yes,aug,100,1,999,0
60,unknown,married,unknown,yes,no,aug,130,3,999,0
25,services,married,high.school,no,no,may,89,1,999,0
54,admin.,married,basic.4y,unknown,unknown,may,296,1,999,0
41,blue-collar,married,basic.4y,yes,no,jul,257,2,999,0
46,admin.,married,high.school,yes,no,may,100,4,999,0
60,self-employed,married,university.degree,yes,no,jul,416,4,999,0
76,retired,married,basic.4y,no,no,aug,61,1,999,1
37,blue-collar,married,basic.6y,no,yes,jul,143,1,999,0
19,student,single,unknown,yes,no,may,121,5,999,0
39,blue-collar,married,basic.4y,yes,no,apr,156,2,999,0
38,blue-collar,single,basic.6y,no,no,may,238,2,999,0
32,unknown,married,basic.6y,yes,no,may,290,1,999,0
43,admin.,married,university.degree,yes,no,jul,101,3,999,0
44,admin.,married,high.school,no,no,jul,869,1,999,0
45,blue-collar,married,unknown,yes,yes,apr,637,1,999,0
34,blue-collar,married,basic.6y,yes,yes,jun,549,1,999,0
55,housemaid,married,basic.4y,no,no,may,98,1,999,0
36,entrepreneur,married,university.degree,no,no,may,386,3,999,0
53,entrepreneur,divorced,unknown,no,no,may,184,1,999,0
32,admin.,married,high.school,no,no,may,187,1,999,0
48,admin.,married,basic.9y,no,no,may,517,3,999,0
55,admin.,divorced,professional.course,no,no,jul,68,4,999,0
42,management,married,university.degree,yes,no,aug,178,2,999,0
55,technician,married,basic.9y,no,yes,nov,113,2,999,1
30,services,single,high.school,no,no,may,113,5,999,0
42,blue-collar,divorced,basic.9y,yes,no,may,189,2,999,0
49,unemployed,married,high.school,yes,no,may,96,1,999,0
49,management,married,high.school,yes,no,jun,26,18,999,0
43,admin.,single,university.degree,yes,no,may,52,1,999,0
33,technician,single,university.degree,yes,yes,aug,131,3,999,0
25,blue-collar,single,basic.9y,no,no,may,56,1,999,0
37,unknown,single,university.degree,yes,yes,sep,78,1,999,1
